Method Name;CND;CDISP;CINT;FDP;HD;HEF;HER;HL;HVC;HVL;LOC;LAA;LND;MMI;MND;CC;NOAV;NOL;NOPM
com.naman14.timber.adapters.BaseSongAdapter.updateDataSet(List<Song>);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;1;0.0;0;97.8922;0;1;0;0;1
com.naman14.timber.adapters.BaseSongAdapter.ItemHolder.ItemHolder(View);0;1.0;1;0;1.5;12.0;0.0017;4;4;8.0;3;0.0;0;83.2686;0;1;1;0;1
com.naman14.timber.adapters.FolderAdapter.FolderAdapter(Activity, File);0;0.5;1;1;2.8889;224.4933;0.0123;21;13;77.7092;11;0.4286;0;64.0739;0;1;9;0;2
com.naman14.timber.adapters.FolderAdapter.applyTheme(boolean);1;0.5;2;2;5.25;328.1788;0.0159;16;15;62.5102;10;0.3333;1;65.4879;2;3;6;1;1
com.naman14.timber.adapters.FolderAdapter.getItemCount();0;1.0;1;0;2.0;23.2193;0.0027;5;5;11.6096;4;1.0;0;79.5748;0;1;1;0;0
com.naman14.timber.adapters.FolderAdapter.getSongsForFiles(List<File>);0;0.75;4;0;4.375;181.6202;0.0107;12;11;41.5132;6;1.0;1;71.6395;1;2;4;1;1
com.naman14.timber.adapters.FolderAdapter.getTextToShowInBubble(int);1;0.5714;7;0;16.0;2425.9308;0.0602;34;22;151.6207;15;1.0;0;58.8711;2;5;4;0;1
com.naman14.timber.adapters.FolderAdapter.goUp();1;0.3333;2;0;11.0;1192.5986;0.0375;26;18;108.4181;13;1.0;0;61.2459;1;5;3;0;0
com.naman14.timber.adapters.FolderAdapter.goUpAsync();1;0.3333;2;0;12.0;1226.2389;0.0382;25;17;102.1866;11;1.0;0;63.0024;1;5;3;0;0
com.naman14.timber.adapters.FolderAdapter.onBindViewHolder(ItemHolder, int);1;0.6429;14;2;16.8;4082.1728;0.0851;47;36;242.9865;15;0.5;0;57.5055;1;3;10;0;2
com.naman14.timber.adapters.FolderAdapter.onCreateViewHolder(ViewGroup, int);0;0.6667;3;1;4.375;181.6202;0.0107;12;11;41.5132;5;0.0;0;73.46;0;1;3;0;2
com.naman14.timber.adapters.FolderAdapter.updateDataSet(File);1;0.6;3;0;6.75;527.4302;0.0218;20;15;78.1378;13;1.0;0;62.3042;1;3;4;0;1
com.naman14.timber.adapters.FolderAdapter.updateDataSetAsync(File);1;0.75;3;1;6.4286;565.7143;0.0228;22;16;88.0;12;0.6667;0;62.6957;1;3;4;0;1
com.naman14.timber.adapters.FolderAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;4.8;282.2896;0.0143;17;11;58.8103;6;0.5;0;70.6779;0;1;5;0;1
com.naman14.timber.adapters.FolderAdapter.ItemHolder.onClick(View);3;1.0;7;3;27.5625;16416.3535;0.2153;105;51;595.6047;38;0.0;1;45.8017;6;10;12;2;N/A
com.naman14.timber.adapters.FolderAdapter.NavigateTask.doInBackground(File[]);0;1.0;2;0;2.5;67.5;0.0055;9;8;27.0;6;0.0;0;73.1178;0;1;2;0;1
com.naman14.timber.adapters.FolderAdapter.NavigateTask.onPostExecute(List<File>);0;0.8;5;1;4.6667;266.5148;0.0138;15;14;57.1103;8;0.0;0;68.0054;0;1;5;0;1
com.naman14.timber.adapters.FolderAdapter.NavigateTask.onPreExecute();0;1.0;1;1;2.0;31.0196;0.0033;6;6;15.5098;5;0.0;0;76.5177;0;1;1;0;0
com.naman14.timber.adapters.PlayingQueueAdapter.PlayingQueueAdapter(Activity, List<Song>);0;1.0;2;0;2.3333;108.5163;0.0076;14;10;46.507;6;1.0;0;71.3828;0;1;6;0;2
com.naman14.timber.adapters.PlayingQueueAdapter.addSongTo(int, Song);0;1.0;1;0;2.0;39.303;0.0039;7;7;19.6515;3;1.0;0;80.6382;0;1;3;0;2
com.naman14.timber.adapters.PlayingQueueAdapter.getItemCount();0;1.0;1;0;3.3333;90.0;0.0067;9;8;27.0;4;1.0;0;76.8658;0;2;1;0;0
com.naman14.timber.adapters.PlayingQueueAdapter.getSongAt(int);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;3;1.0;0;81.3571;0;1;2;0;1
com.naman14.timber.adapters.PlayingQueueAdapter.getSongIds();0;0.5;1;1;9.0;773.5643;0.0281;22;15;85.9516;7;0.5;1;67.962;1;2;4;1;0
com.naman14.timber.adapters.PlayingQueueAdapter.onBindViewHolder(ItemHolder, int);2;0.5556;17;4;29.1667;11711.6881;0.1719;74;43;401.5436;22;0.2143;0;52.3414;2;3;17;0;2
com.naman14.timber.adapters.PlayingQueueAdapter.onCreateViewHolder(ViewGroup, int);0;0.6667;3;1;3.5;150.5684;0.0094;12;12;43.0196;6;0.0;0;71.5879;0;1;4;0;2
com.naman14.timber.adapters.PlayingQueueAdapter.removeSongAt(int);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;3;1.0;0;81.3571;0;1;2;0;1
com.naman14.timber.adapters.PlayingQueueAdapter.setOnPopupMenuListener(ItemHolder, int);0;0.6111;15;4;26.9565;13341.3305;0.1875;86;54;494.9203;36;0.2308;0;46.9484;5;6;16;0;N/A
com.naman14.timber.adapters.PlayingQueueAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;4.6154;705.8095;0.0264;36;19;152.9254;10;0.5;0;62.9087;0;1;13;0;1
com.naman14.timber.adapters.PlayingQueueAdapter.ItemHolder.onClick(View);0;1.0;3;1;4.0;340.4405;0.0163;23;13;85.1101;18;0.0;0;59.1077;4;1;1;0;N/A
com.naman14.timber.adapters.PlaylistAdapter.PlaylistAdapter(Activity, List<Playlist>);0;0.5;4;2;5.1923;648.3328;0.025;28;22;124.8641;9;0.75;0;64.526;0;1;12;0;2
com.naman14.timber.adapters.PlaylistAdapter.getAlbumArtUri(int, long);3;0.875;8;2;43.1538;42900.245;0.4085;178;48;994.1233;67;0.5556;1;38.7973;4;17;21;5;2
com.naman14.timber.adapters.PlaylistAdapter.getItemCount();0;1.0;1;0;3.3333;90.0;0.0067;9;8;27.0;4;1.0;0;76.8658;0;2;1;0;0
com.naman14.timber.adapters.PlaylistAdapter.getPlaylistType(int);1;0.0;0;1;4.4444;435.996;0.0192;24;17;98.0991;14;0.2;0;60.8148;2;6;6;0;1
com.naman14.timber.adapters.PlaylistAdapter.onBindViewHolder(ItemHolder, int);3;0.7273;11;2;41.6774;35892.5351;0.3627;143;65;861.1986;54;0.4444;0;41.397;7;7;12;0;N/A
com.naman14.timber.adapters.PlaylistAdapter.onCreateViewHolder(ViewGroup, int);1;0.6667;3;1;7.0714;707.1429;0.0265;25;16;100.0;12;0.3333;0;62.3615;1;2;8;0;2
com.naman14.timber.adapters.PlaylistAdapter.updateDataSet(List<Playlist>);0;0.6667;3;0;4.5;135.0;0.0088;10;8;30.0;5;1.0;0;74.4099;0;1;2;0;1
com.naman14.timber.adapters.PlaylistAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;4.6667;492.2682;0.0208;27;15;105.486;8;0.5;0;66.1476;0;1;9;0;1
com.naman14.timber.adapters.PlaylistAdapter.ItemHolder.onClick(View);0;1.0;7;2;5.0;367.8717;0.0171;18;17;73.5743;4;0.3333;0;73.8197;0;1;6;0;1
com.naman14.timber.adapters.SearchAdapter.SearchAdapter(Activity);0;0.0;0;0;1.0;8.0;0.0013;4;4;8.0;3;1.0;0;83.2686;0;1;2;0;1
com.naman14.timber.adapters.SearchAdapter.getItemCount();0;1.0;1;0;2.0;23.2193;0.0027;5;5;11.6096;4;1.0;0;79.5748;0;1;1;0;0
com.naman14.timber.adapters.SearchAdapter.getItemViewType(int);1;1.0;1;0;5.5714;680.3523;0.0258;33;13;122.1145;12;1.0;0;61.6336;0;5;2;0;1
com.naman14.timber.adapters.SearchAdapter.onBindViewHolder(ItemHolder, int);1;1.0;3;1;31.9;32152.2185;0.337;165;69;1007.9065;58;0.5;0;40.2257;4;8;4;0;N/A
com.naman14.timber.adapters.SearchAdapter.onCreateViewHolder(ViewGroup, int);0;0.6667;3;1;7.1429;2229.3883;0.0569;63;31;312.1144;25;0.0;0;51.8003;1;6;16;0;2
com.naman14.timber.adapters.SearchAdapter.onViewRecycled(ItemHolder);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;3;0.0;0;87.4843;0;1;0;0;1
com.naman14.timber.adapters.SearchAdapter.setOnPopupMenuListener(ItemHolder, int);0;0.5882;17;4;30.0;19507.0767;0.2415;111;58;650.2359;41;0.1333;0;44.861;5;7;19;0;N/A
com.naman14.timber.adapters.SearchAdapter.updateSearchResults(List);0;0.0;0;0;1.5;17.4145;0.0022;5;5;11.6096;3;1.0;0;82.3002;0;1;2;0;1
com.naman14.timber.adapters.SearchAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;4.5714;1238.9878;0.0385;57;27;271.0286;14;0.5;0;57.9627;0;1;21;0;1
com.naman14.timber.adapters.SearchAdapter.ItemHolder.onClick(View);0;0.8333;6;5;13.0;3965.0;0.0835;61;32;305.0;27;0.0;0;51.1402;3;6;7;0;N/A
com.naman14.timber.adapters.SlidingQueueAdapter.SlidingQueueAdapter(Activity, List<Song>);0;1.0;1;0;1.5;40.5;0.0039;9;8;27.0;5;1.0;0;74.845;0;1;5;0;2
com.naman14.timber.adapters.SlidingQueueAdapter.getItemCount();0;1.0;1;0;3.3333;90.0;0.0067;9;8;27.0;4;1.0;0;76.8658;0;2;1;0;0
com.naman14.timber.adapters.SlidingQueueAdapter.getSongIds();0;0.5;1;1;9.0;773.5643;0.0281;22;15;85.9516;7;0.5;1;67.962;1;2;4;1;0
com.naman14.timber.adapters.SlidingQueueAdapter.onBindViewHolder(ItemHolder, int);0;0.5556;9;3;7.3125;706.6141;0.0264;22;21;96.631;8;0.25;0;66.4201;0;1;7;0;2
com.naman14.timber.adapters.SlidingQueueAdapter.onCreateViewHolder(ViewGroup, int);0;0.6667;3;1;3.5;150.5684;0.0094;12;12;43.0196;6;0.0;0;71.5879;0;1;4;0;2
com.naman14.timber.adapters.SlidingQueueAdapter.setAnimation(View, int);1;1.0;2;1;4.6667;259.0308;0.0135;15;13;55.5066;8;0.6667;0;68.0208;1;2;6;0;2
com.naman14.timber.adapters.SlidingQueueAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;5.0;190.1955;0.011;12;9;38.0391;5;0.5;0;73.691;0;1;3;0;1
com.naman14.timber.adapters.SlidingQueueAdapter.ItemHolder.onClick(View);0;1.0;1;0;4.6667;533.0297;0.0219;30;14;114.2206;24;0.0;0;55.4896;6;1;0;0;N/A
com.naman14.timber.adapters.SongsListAdapter.SongsListAdapter(AppCompatActivity, List<Song>, boolean, boolean);0;0.5;1;0;2.75;236.3669;0.0127;22;15;85.9516;8;1.0;0;66.7902;0;1;10;0;4
com.naman14.timber.adapters.SongsListAdapter.addSongTo(int, Song);0;1.0;1;0;2.0;39.303;0.0039;7;7;19.6515;3;1.0;0;80.6382;0;1;3;0;2
com.naman14.timber.adapters.SongsListAdapter.getItemCount();0;1.0;1;0;3.3333;90.0;0.0067;9;8;27.0;4;1.0;0;76.8658;0;2;1;0;0
com.naman14.timber.adapters.SongsListAdapter.getSongAt(int);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;3;1.0;0;81.3571;0;1;2;0;1
com.naman14.timber.adapters.SongsListAdapter.getSongIds();0;0.5;1;1;9.0;773.5643;0.0281;22;15;85.9516;7;0.5;1;67.962;1;2;4;1;0
com.naman14.timber.adapters.SongsListAdapter.getTextToShowInBubble(int);1;0.6;5;1;9.75;1241.9278;0.0385;29;21;127.3772;10;0.5;0;63.2687;1;4;4;0;1
com.naman14.timber.adapters.SongsListAdapter.onBindViewHolder(ItemHolder, int);3;0.5;18;6;35.3043;20125.0307;0.2466;100;52;570.044;35;0.2778;0;46.7414;2;8;21;0;2
com.naman14.timber.adapters.SongsListAdapter.onCreateViewHolder(ViewGroup, int);1;0.6667;3;1;7.0714;707.1429;0.0265;25;16;100.0;12;0.3333;0;62.3615;1;2;8;0;2
com.naman14.timber.adapters.SongsListAdapter.removeSongAt(int);0;0.5;1;0;3.75;84.2206;0.0064;8;7;22.4588;5;1.0;0;75.353;0;1;2;0;1
com.naman14.timber.adapters.SongsListAdapter.setAnimation(View, int);1;1.0;2;1;4.6667;259.0308;0.0135;15;13;55.5066;8;0.6667;0;68.0208;1;2;6;0;2
com.naman14.timber.adapters.SongsListAdapter.setOnPopupMenuListener(ItemHolder, int);1;0.5455;21;4;42.8143;40944.9444;0.396;155;72;956.3384;54;0.25;0;41.0179;5;11;26;0;N/A
com.naman14.timber.adapters.SongsListAdapter.setPlaylistId(long);0;0.0;0;0;2.0;31.0196;0.0033;6;6;15.5098;3;1.0;0;81.3571;0;1;2;0;1
com.naman14.timber.adapters.SongsListAdapter.updateDataSet(List<Song>);0;0.0;0;0;2.0;44.9177;0.0042;8;7;22.4588;5;1.0;0;75.353;0;1;3;0;1
com.naman14.timber.adapters.SongsListAdapter.ItemHolder.ItemHolder(View);0;0.6667;3;1;4.6364;587.4799;0.0234;31;17;126.7113;9;0.5;0;64.4774;0;1;11;0;1
com.naman14.timber.adapters.SongsListAdapter.ItemHolder.onClick(View);0;1.0;3;1;5.4545;790.6171;0.0285;33;21;144.9465;20;0.0;0;56.5065;4;1;1;0;N/A
com.naman14.timber.cast.CastOptionsProvider.getAdditionalSessionProviders(Context);0;0.0;0;0;1.0;4.7549;0.0009;3;3;4.7549;4;0.0;0;82.6511;0;1;0;0;1
com.naman14.timber.cast.CastOptionsProvider.getCastOptions(Context);0;0.5;12;2;10.0455;1835.0985;0.05;38;28;182.6795;20;0.0;0;55.7943;0;1;9;0;1
com.naman14.timber.cast.ExpandedControlsActivity.onCreate(Bundle);0;1.0;4;1;3.5;99.8526;0.0072;9;9;28.5293;5;0.0;0;74.6197;0;1;2;0;1
com.naman14.timber.cast.ExpandedControlsActivity.onCreateOptionsMenu(Menu);0;1.0;4;2;6.75;374.6695;0.0173;15;13;55.5066;7;0.0;0;69.379;0;1;3;0;1
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionEnded(Session, int);0;0.0;0;0;0.0;0.0;0.0;3;3;4.7549;2;0.0;0;89.2177;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionEnding(Session);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionResumeFailed(Session, int);0;0.0;0;0;0.0;0.0;0.0;3;3;4.7549;2;0.0;0;89.2177;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionResumed(Session, boolean);0;0.0;0;0;0.0;0.0;0.0;3;3;4.7549;2;0.0;0;89.2177;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionResuming(Session, String);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionStartFailed(Session, int);0;0.0;0;0;0.0;0.0;0.0;3;3;4.7549;2;0.0;0;89.2177;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionStarted(Session, String);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;2
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionStarting(Session);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.cast.SimpleSessionManagerListener.onSessionSuspended(Session, int);0;0.0;0;0;0.0;0.0;0.0;3;3;4.7549;2;0.0;0;89.2177;0;1;0;0;2
com.naman14.timber.cast.TimberCastHelper.startCasting(CastSession, Song);0;0.5714;14;4;15.5806;6750.0562;0.1191;76;52;433.2334;30;0.0;0;49.1696;1;3;25;0;2
com.naman14.timber.cast.WebServer.WebServer(Context);0;1.0;1;1;2.0;39.303;0.0039;7;7;19.6515;4;0.5;0;77.9128;0;1;3;0;1
com.naman14.timber.cast.WebServer.serve(String, Method, Map<String, String>, Map<String, String>, Map<String, String>);2;0.7692;13;1;18.6522;7682.6249;0.1298;75;45;411.889;40;0.75;0;46.4888;3;7;17;0;5
com.naman14.timber.dataloaders.AlbumLoader.getAlbum(Context, long);0;0.3333;1;0;4.0;152.215;0.0095;11;11;38.0537;3;0.0;0;78.5304;0;1;2;0;2
com.naman14.timber.dataloaders.AlbumLoader.getAlbum(Cursor);2;0.2;5;0;12.2222;2007.2955;0.053;38;20;164.2333;10;0.0;0;62.4912;1;4;2;0;1
com.naman14.timber.dataloaders.AlbumLoader.getAlbums(Context, String, int);1;0.2;3;0;14.625;2312.5551;0.0583;36;21;158.1234;7;0.0;0;66.0223;1;3;4;0;3
com.naman14.timber.dataloaders.AlbumLoader.getAlbumsForCursor(Cursor);1;0.2857;7;0;18.6667;3727.4686;0.0801;43;25;199.6858;11;0.0;1;60.97;1;5;2;1;1
com.naman14.timber.dataloaders.AlbumLoader.getAllAlbums(Context);0;0.0;0;0;3.75;84.2206;0.0064;8;7;22.4588;3;0.0;0;80.1924;0;1;1;0;1
com.naman14.timber.dataloaders.AlbumLoader.makeAlbumCursor(Context, String, String[]);0;0.75;4;1;4.875;471.076;0.0202;22;21;96.631;5;0.0;0;70.8728;0;1;6;0;3
com.naman14.timber.dataloaders.AlbumSongLoader.getSongsForAlbum(Context, long);1;0.25;7;0;18.0952;6786.2325;0.1195;70;41;375.0286;24;0.0;2;51.6277;2;6;12;2;2
com.naman14.timber.dataloaders.AlbumSongLoader.makeAlbumSongCursor(Context, long);0;0.75;4;1;5.8235;811.8774;0.029;29;28;139.4133;8;0.0;0;65.2946;0;1;8;0;2
com.naman14.timber.dataloaders.ArtistAlbumLoader.getAlbumsForArtist(Context, long);1;1.0;2;1;7.5625;803.1238;0.0288;25;19;106.1982;12;0.0;1;62.0911;2;4;6;1;2
com.naman14.timber.dataloaders.ArtistLoader.getAllArtists(Context);0;0.0;0;0;3.75;84.2206;0.0064;8;7;22.4588;3;0.0;0;80.1924;0;1;1;0;1
com.naman14.timber.dataloaders.ArtistLoader.getArtist(Context, long);0;0.3333;1;0;4.0;152.215;0.0095;11;11;38.0537;3;0.0;0;78.5304;0;1;2;0;2
com.naman14.timber.dataloaders.ArtistLoader.getArtist(Cursor);2;0.2;5;0;12.5714;1677.5013;0.0471;32;18;133.4376;10;0.0;0;63.1283;1;4;2;0;1
com.naman14.timber.dataloaders.ArtistLoader.getArtists(Context, String, int);1;0.2;3;0;14.625;2312.5551;0.0583;36;21;158.1234;7;0.0;0;66.0223;1;3;4;0;3
com.naman14.timber.dataloaders.ArtistLoader.getArtistsForCursor(Cursor);1;0.2857;7;0;19.4286;3251.7948;0.0732;37;23;167.3718;11;0.0;1;61.5031;1;5;2;1;1
com.naman14.timber.dataloaders.ArtistLoader.makeArtistCursor(Context, String, String[]);0;0.75;4;1;4.95;420.5448;0.0187;20;19;84.9586;5;0.0;0;71.2789;0;1;6;0;3
com.naman14.timber.dataloaders.ArtistSongLoader.getSongsForArtist(Context, long);1;0.25;7;0;17.0;5709.7451;0.1065;64;38;335.8674;20;0.0;1;53.7225;1;5;11;1;2
com.naman14.timber.dataloaders.ArtistSongLoader.makeArtistSongCursor(Context, long);0;0.75;4;1;5.8438;778.0185;0.0282;28;27;133.1369;7;0.0;0;66.6938;0;1;7;0;2
com.naman14.timber.dataloaders.FolderLoader.checkDir(File);0;0.2857;6;1;20.5714;4012.2917;0.0842;42;25;195.042;9;0.0;0;62.8538;2;9;3;0;N/A
com.naman14.timber.dataloaders.FolderLoader.checkFileExt(String);1;0.4;5;0;11.6667;1794.3462;0.0492;34;23;153.8011;16;1.0;1;58.2197;2;5;5;1;1
com.naman14.timber.dataloaders.FolderLoader.getMediaFiles(File, boolean);2;0.5;8;0;22.1667;5982.3175;0.1098;55;30;269.879;22;0.0;0;53.4623;4;6;5;0;N/A
com.naman14.timber.dataloaders.FolderLoader.isMediaFile(File);0;0.25;3;0;12.0;418.4301;0.0186;11;9;34.8692;3;0.0;0;78.7209;0;3;1;0;1
com.naman14.timber.dataloaders.FolderLoader.DirFirstComparator.compare(File, File);1;1.0;1;0;7.0;656.3576;0.0252;24;15;93.7654;9;0.0;0;65.2144;0;4;2;0;2
com.naman14.timber.dataloaders.FolderLoader.FilenameComparator.compare(File, File);0;1.0;2;0;2.5;56.1471;0.0049;8;7;22.4588;4;0.0;0;77.467;0;1;2;0;2
com.naman14.timber.dataloaders.LastAddedLoader.getLastAddedSongs(Context);1;0.25;7;0;18.0952;6689.2864;0.1183;69;41;369.6711;23;1.0;1;52.1045;2;5;12;1;1
com.naman14.timber.dataloaders.LastAddedLoader.makeLastAddedCursor(Context);1;0.625;8;3;13.0185;4530.2414;0.0913;63;46;347.9844;16;0.0;0;55.8527;1;2;8;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.NowPlayingCursor(Context);0;0.0;0;0;1.5;17.4145;0.0022;5;5;11.6096;4;1.0;0;79.5748;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.close();1;1.0;2;0;12.5;672.1805;0.0256;15;12;53.7744;11;1.0;0;65.0619;2;3;1;0;0
com.naman14.timber.dataloaders.NowPlayingCursor.deactivate();1;1.0;1;0;3.3333;90.0;0.0067;9;8;27.0;7;1.0;0;71.5642;1;2;1;0;0
com.naman14.timber.dataloaders.NowPlayingCursor.getColumnNames();0;0.0;0;0;1.0;4.7549;0.0009;3;3;4.7549;4;1.0;0;82.6511;0;1;1;0;0
com.naman14.timber.dataloaders.NowPlayingCursor.getCount();0;0.0;0;0;1.5;12.0;0.0017;4;4;8.0;4;1.0;0;80.5432;0;1;1;0;0
com.naman14.timber.dataloaders.NowPlayingCursor.getDouble(int);0;1.0;1;0;3.0;72.0;0.0058;8;8;24.0;4;1.0;0;77.2024;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getFloat(int);0;1.0;1;0;3.0;72.0;0.0058;8;8;24.0;4;1.0;0;77.2024;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getInt(int);0;1.0;2;0;4.0;215.0978;0.012;15;12;53.7744;9;1.0;0;67.0176;1;2;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getLong(int);0;1.0;2;0;4.5;249.7797;0.0132;15;13;55.5066;9;1.0;0;66.9049;1;2;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getShort(int);0;1.0;1;0;3.0;72.0;0.0058;8;8;24.0;4;1.0;0;77.2024;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getString(int);0;1.0;2;0;4.0;200.7579;0.0114;14;12;50.1895;9;1.0;0;67.1947;1;2;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.getType(int);0;1.0;1;0;2.5;56.1471;0.0049;8;7;22.4588;4;1.0;0;77.467;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.isNull(int);0;1.0;1;0;3.0;72.0;0.0058;8;8;24.0;4;1.0;0;77.2024;0;1;2;0;1
com.naman14.timber.dataloaders.NowPlayingCursor.makeNowPlayingCursor();2;0.5333;15;3;51.6923;45119.0709;0.4225;149;58;872.8392;51;0.7;1;41.8519;2;10;19;3;0
com.naman14.timber.dataloaders.NowPlayingCursor.onMove(int, int);1;1.0;2;1;9.1667;1700.1054;0.0475;41;23;185.466;14;0.8;0;58.9072;1;5;9;0;2
com.naman14.timber.dataloaders.NowPlayingCursor.removeItem(int);1;0.0;0;1;13.0909;2303.0946;0.0581;37;27;175.9308;16;0.75;1;57.8411;2;4;6;1;1
com.naman14.timber.dataloaders.NowPlayingCursor.requery();0;0.0;0;0;2.0;23.2193;0.0027;5;5;11.6096;5;0.0;0;77.4608;0;1;0;0;0
com.naman14.timber.dataloaders.PlaylistLoader.deletePlaylists(Context, long);0;0.6;5;1;6.875;630.7012;0.0245;22;18;91.7384;8;0.0;0;66.5828;0;1;5;0;2
com.naman14.timber.dataloaders.PlaylistLoader.getPlaylists(Context, boolean);1;0.3333;7;0;26.0;7213.4836;0.1244;55;33;277.4417;20;1.0;1;54.2761;2;6;8;1;2
com.naman14.timber.dataloaders.PlaylistLoader.makeDefaultPlaylists(Context);0;1.0;3;1;7.0312;1469.3451;0.0431;45;25;208.9735;15;0.1667;0;58.1137;0;1;11;0;1
com.naman14.timber.dataloaders.PlaylistLoader.makePlaylistCursor(Context);0;1.0;2;3;4.0833;226.6519;0.0124;15;13;55.5066;7;0.0;0;69.379;0;1;5;0;1
com.naman14.timber.dataloaders.PlaylistSongLoader.cleanupPlaylist(Context, long, Cursor);2;0.4667;15;2;26.3529;10801.3806;0.1629;73;49;409.8738;25;0.0;1;50.9563;3;7;11;1;3
com.naman14.timber.dataloaders.PlaylistSongLoader.countPlaylist(Context, long);1;0.8;5;1;18.0;3136.1144;0.0714;38;24;174.2286;20;0.0;0;55.7833;2;3;5;0;2
com.naman14.timber.dataloaders.PlaylistSongLoader.getSongsInPlaylist(Context, long);3;0.1667;9;3;36.8571;37734.436;0.375;170;65;1023.8025;61;0.25;1;39.6347;4;13;30;2;2
com.naman14.timber.dataloaders.PlaylistSongLoader.makePlaylistSongCursor(Context, Long);0;0.8;5;3;6.325;1222.0764;0.0381;39;31;193.2137;20;0.0;0;55.6159;0;1;15;0;2
com.naman14.timber.dataloaders.QueueLoader.getQueueSongs(Context);1;0.4286;7;0;17.1905;7135.9453;0.1236;78;40;415.1104;23;1.0;1;51.7472;2;5;12;1;1
com.naman14.timber.dataloaders.SongLoader.getAllSongs(Context);0;0.0;0;0;3.75;84.2206;0.0064;8;7;22.4588;3;0.0;0;80.1924;0;1;1;0;1
com.naman14.timber.dataloaders.SongLoader.getSongForCursor(Cursor);1;0.2;5;0;11.7895;3389.8328;0.0752;57;33;287.5305;17;0.0;0;55.7624;1;4;10;0;1
com.naman14.timber.dataloaders.SongLoader.getSongForID(Context, long);0;0.3333;1;0;4.0;172.0782;0.0103;12;12;43.0196;3;0.0;0;78.1545;0;1;2;0;2
com.naman14.timber.dataloaders.SongLoader.getSongFromPath(String, Context);1;0.6;4;2;8.4;2056.393;0.0539;46;40;244.8087;15;0.0;0;57.4805;1;3;13;0;2
com.naman14.timber.dataloaders.SongLoader.getSongListForCursor(Cursor);1;0.1667;6;2;24.8182;6949.0909;0.1214;56;32;280.0;21;0.3333;1;53.8357;1;4;8;1;1
com.naman14.timber.dataloaders.SongLoader.getSongListInFolder(Context, String);0;0.0;0;1;4.0;250.041;0.0132;16;15;62.5102;4;0.0;0;74.3163;0;1;4;0;2
com.naman14.timber.dataloaders.SongLoader.getSongsForCursor(Cursor);1;0.2857;7;0;15.6316;5048.7829;0.0981;62;37;322.9861;19;0.0;1;54.3288;1;5;10;1;1
com.naman14.timber.dataloaders.SongLoader.makeSongCursor(Context, String, String[]);0;0.3333;2;0;4.375;181.6202;0.0107;12;11;41.5132;4;0.0;0;75.574;0;1;4;0;3
com.naman14.timber.dataloaders.SongLoader.makeSongCursor(Context, String, String[], String);1;1.0;3;1;5.3438;694.837;0.0261;28;25;130.028;7;0.0;0;66.67;1;2;6;0;4
com.naman14.timber.dataloaders.SongLoader.searchSongs(Context, String, int);1;0.2;3;0;14.625;2312.5551;0.0583;36;21;158.1234;7;0.0;0;66.0223;1;3;4;0;3
com.naman14.timber.dataloaders.SongLoader.songFromFile(String);0;0.6667;3;1;7.0;784.0;0.0283;28;16;112.0;14;0.0;0;60.6498;0;1;6;0;1
com.naman14.timber.dataloaders.SortedCursor.SortedCursor(Cursor, long[], String, List<? extends Object>);1;0.0;0;0;5.0625;434.5484;0.0191;21;17;85.8367;13;1.0;0;62.0974;1;2;6;0;4
